51031212	49651	1	2012-11-25 18:05:00	2012-11-25 20:15:00	Regia di J.Nelson, con	0
51031214	358881	1	2012-11-25 20:15:00	2012-11-25 20:45:00	Uno speciale dedicato al	0
50433556	364069	1	2012-11-25 20:45:00	2012-11-25 21:10:00	Ep.4 - Il magazine di	0
51129908	368159	1	2012-11-25 21:10:00	2012-11-25 21:20:00	&#8230;Satira.&#	0
50433560	364082	1	2012-11-25 21:20:00	2012-11-25 22:05:00	1' Stagione Ep.4 - 'It's	0
50704436	364083	1	2012-11-25 22:05:00	2012-11-25 22:55:00	Ep.4 - 'Good Taste Tastes	0
50704438	359421	1	2012-11-25 22:55:00	2012-11-25 23:40:00	1' Stagione Ep.9 - 'The	0
50704440	237579	1	2012-11-25 23:40:00	2012-11-26 00:30:00	2' Stagione Ep.9 - Il	0
50727316	361505	1	2012-11-26 00:30:00	2012-11-26 03:00:00	Ep.6 - I sei concorrenti	0
51127829	111247	1	2012-11-26 03:00:00	2012-11-26 03:35:00	Ep.26 - L'appuntamento	0
51031216	358881	1	2012-11-26 03:35:00	2012-11-26 04:05:00	Uno speciale dedicato al	0
51031218	364069	1	2012-11-26 04:05:00	2012-11-26 04:30:00	Ep.4 - Il magazine di	0
51127831	177197	1	2012-11-26 04:30:00	2012-11-26 04:55:00	Ep. 4 - Craig Busch e'	0
50433574	346352	1	2012-11-26 04:55:00	2012-11-26 05:25:00	Ep. 11 - Gli sketch piu'	0
50433576	346352	1	2012-11-26 05:25:00	2012-11-26 06:00:00	Ep. 11 - Gli sketch piu'	0
50433578	122523	1	2012-11-26 06:00:00	2012-11-26 06:25:00	2' Stagione Ep.41 - I	0
50433580	177197	1	2012-11-26 06:25:00	2012-11-26 06:50:00	Ep. 3 - Craig Busch e'	0
50433582	177197	1	2012-11-26 06:50:00	2012-11-26 07:20:00	Ep. 4 - Craig Busch e'	0
50433584	228709	1	2012-11-26 07:20:00	2012-11-26 07:55:00	Ep.5 - Il meglio della	0
50433586	362411	1	2012-11-26 07:55:00	2012-11-26 08:20:00	Ep.26 - Alessandro	0
50433588	181483	1	2012-11-26 08:20:00	2012-11-26 09:10:00	7' Stagione Ep.3 - Il	0
50433590	366480	1	2012-11-26 09:10:00	2012-11-26 09:30:00	4' Stagione Ep.3 -	0
50433592	366481	1	2012-11-26 09:30:00	2012-11-26 09:50:00	Ep. 3 - Per mostrare come	0
51127843	358881	1	2012-11-26 09:50:00	2012-11-26 10:00:00	Uno speciale dedicato al	0
50433594	188493	1	2012-11-26 10:00:00	2012-11-26 10:05:00	Ep. 54 - Politica e	0
50433596	170794	1	2012-11-26 10:05:00	2012-11-26 10:55:00	14' Stagione Ep.10 - Tyra	0
50433598	170790	1	2012-11-26 10:55:00	2012-11-26 11:45:00	5' Stagione Ep.6 - 'Good	0
50433600	228709	1	2012-11-26 11:45:00	2012-11-26 12:20:00	Ep.5 - Il meglio della	0
50433602	362411	1	2012-11-26 12:20:00	2012-11-26 12:40:00	Ep.26 - Alessandro	0
51127845	358881	1	2012-11-26 12:40:00	2012-11-26 12:50:00	Uno speciale dedicato al	0
50433604	188493	1	2012-11-26 12:50:00	2012-11-26 13:00:00	Ep. 54 - Politica e	0
50433606	170789	1	2012-11-26 13:00:00	2012-11-26 13:50:00	4' Stagione Ep.403 - 'The	0
50433608	366480	1	2012-11-26 13:50:00	2012-11-26 14:10:00	4' Stagione Ep.3 -	0
50433610	366481	1	2012-11-26 14:10:00	2012-11-26 14:35:00	Ep. 3 - Per mostrare come	0
50433612	228709	1	2012-11-26 14:35:00	2012-11-26 15:15:00	Ep.5 - Il meglio della	0
50433614	362411	1	2012-11-26 15:15:00	2012-11-26 15:40:00	Ep.26 - Alessandro	0
50433616	181483	1	2012-11-26 15:40:00	2012-11-26 16:30:00	7' Stagione Ep.4 - Il	0
50433618	188493	1	2012-11-26 16:30:00	2012-11-26 16:40:00	Ep. 54 - Politica e	0
50433620	177197	1	2012-11-26 16:40:00	2012-11-26 17:05:00	Ep. 5 - Craig Busch e'	0
50433624	170790	1	2012-11-26 17:05:00	2012-11-26 17:55:00	5' Stagione Ep.7 -	0
50433626	170794	1	2012-11-26 17:55:00	2012-11-26 18:40:00	14' Stagione Ep.11 -	0
51031220	358881	1	2012-11-26 18:40:00	2012-11-26 19:10:00	Uno speciale dedicato al	0
50433628	226504	1	2012-11-26 19:10:00	2012-11-26 19:45:00	Ep.27 - L'appuntamento	0
50433630	362376	1	2012-11-26 19:45:00	2012-11-26 20:15:00	Ep.27 - Alessandro	0
50433632	366478	1	2012-11-26 20:15:00	2012-11-26 20:40:00	4' Stagione Ep.4 - In	0
50433634	366477	1	2012-11-26 20:40:00	2012-11-26 21:00:00	Ep. 4 - Per mostrare come	0
50433636	188675	1	2012-11-26 21:00:00	2012-11-26 21:10:00	Ep. 55 - Politica e	0
50433638	364687	1	2012-11-26 21:10:00	2012-11-26 22:00:00	2' Stagione Ep.6 - Ashley	0
50433640	364687	1	2012-11-26 22:00:00	2012-11-26 22:55:00	2' Stagione Ep.7 - La	0
50433642	364069	1	2012-11-26 22:55:00	2012-11-26 23:20:00	Ep.4 - Il magazine di	0
50704448	368090	1	2012-11-26 23:20:00	2012-11-26 23:35:00	Aspettando la 2a stagione	0
50433644	362411	1	2012-11-26 23:35:00	2012-11-27 00:00:00	Ep.27 - Alessandro	0
50433646	111247	1	2012-11-27 00:00:00	2012-11-27 00:35:00	Ep.27 - L'appuntamento	0
51031180	358881	1	2012-11-27 00:35:00	2012-11-27 01:05:00	Uno speciale dedicato al	0
50433648	188493	1	2012-11-27 01:05:00	2012-11-27 01:10:00	Ep. 55 - Politica e	0
50433650	170790	1	2012-11-27 01:10:00	2012-11-27 02:00:00	5' Stagione Ep.7 -	0
50433652	170794	1	2012-11-27 02:00:00	2012-11-27 02:50:00	14' Stagione Ep.11 -	0
50433654	366480	1	2012-11-27 02:50:00	2012-11-27 03:10:00	4' Stagione Ep.4 - In	0
50433656	366481	1	2012-11-27 03:10:00	2012-11-27 03:30:00	Ep. 4 - Per mostrare come	0
50433658	177197	1	2012-11-27 03:30:00	2012-11-27 03:55:00	Ep. 5 - Craig Busch e'	0
50433660	177197	1	2012-11-27 03:55:00	2012-11-27 04:20:00	Ep. 6 - Craig Busch e'	0
50433662	181483	1	2012-11-27 04:20:00	2012-11-27 05:05:00	7' Stagione Ep.4 - Il	0
51127847	358881	1	2012-11-27 05:05:00	2012-11-27 05:10:00	Uno speciale dedicato al	0
51127849	111247	1	2012-11-27 05:10:00	2012-11-27 05:40:00	Ep.27 - L'appuntamento	0
50433668	188493	1	2012-11-27 05:40:00	2012-11-27 05:50:00	Ep. 55 - Politica e	0
50433670	188493	1	2012-11-27 05:50:00	2012-11-27 06:00:00	Ep. 54 - Politica e	0
50433672	122523	1	2012-11-27 06:00:00	2012-11-27 06:25:00	2' Stagione Ep.42 - I	0
50433674	177197	1	2012-11-27 06:25:00	2012-11-27 06:50:00	Ep. 5 - Craig Busch e'	0
50433676	177197	1	2012-11-27 06:50:00	2012-11-27 07:15:00	Ep. 6 - Craig Busch e'	0
51188788	366343	1	2012-11-27 07:15:00	2012-11-27 07:20:00	Una rubrica dedicata al	0
50433678	111247	1	2012-11-27 07:20:00	2012-11-27 07:55:00	Ep.27 - L'appuntamento	0
50433680	362411	1	2012-11-27 07:55:00	2012-11-27 08:25:00	Ep.27 - Alessandro	0
50433682	181483	1	2012-11-27 08:25:00	2012-11-27 09:10:00	7' Stagione Ep.4 - Il	0
51188790	366343	1	2012-11-27 09:10:00	2012-11-27 09:15:00	Una rubrica dedicata al	0
50433684	366480	1	2012-11-27 09:15:00	2012-11-27 09:35:00	4' Stagione Ep.4 - In	0
50433688	188493	1	2012-11-27 09:35:00	2012-11-27 09:45:00	Ep. 55 - Politica e	0
50433690	170794	1	2012-11-27 09:45:00	2012-11-27 10:30:00	14' Stagione Ep.11 -	0
50433692	170790	1	2012-11-27 10:30:00	2012-11-27 11:20:00	5' Stagione Ep.7 -	0
51188792	358881	1	2012-11-27 11:20:00	2012-11-27 11:50:00	Uno speciale dedicato al	0
50433694	111247	1	2012-11-27 11:50:00	2012-11-27 12:25:00	Ep.27 - L'appuntamento	0
50433696	362411	1	2012-11-27 12:25:00	2012-11-27 12:55:00	Ep.27 - Alessandro	0
50433698	188493	1	2012-11-27 12:55:00	2012-11-27 13:00:00	Ep. 55 - Politica e	0
50433700	170789	1	2012-11-27 13:00:00	2012-11-27 13:50:00	4' Stagione Ep.404 - 'The	0
50433702	366480	1	2012-11-27 13:50:00	2012-11-27 14:10:00	4' Stagione Ep.4 - In	0
50433704	366481	1	2012-11-27 14:10:00	2012-11-27 14:35:00	Good Bones - Per mostrare	0
50433706	111247	1	2012-11-27 14:35:00	2012-11-27 15:10:00	Ep.27 - L'appuntamento	0
50433708	362411	1	2012-11-27 15:10:00	2012-11-27 15:40:00	Ep.27 - Alessandro	0
50433710	181483	1	2012-11-27 15:40:00	2012-11-27 16:25:00	7' Stagione Ep.5 - Il	0
50433712	188493	1	2012-11-27 16:25:00	2012-11-27 16:35:00	Ep. 56 - Politica e	0
50433714	177197	1	2012-11-27 16:35:00	2012-11-27 17:00:00	Ep. 7 - Craig Busch e'	0
51188794	358881	1	2012-11-27 17:00:00	2012-11-27 17:30:00	Uno speciale dedicato al	0
50433718	170790	1	2012-11-27 17:30:00	2012-11-27 18:25:00	5' Stagione Ep.8 -	0
50433720	170794	1	2012-11-27 18:25:00	2012-11-27 19:10:00	14' Stagione Ep.12 -	0
50433722	226504	1	2012-11-27 19:10:00	2012-11-27 19:45:00	Ep.28 - L'appuntamento	0
50433724	362376	1	2012-11-27 19:45:00	2012-11-27 20:15:00	Ep.28 - Alessandro	0
50433726	366478	1	2012-11-27 20:15:00	2012-11-27 20:40:00	4' Stagione Ep.5 -	0
50433728	366477	1	2012-11-27 20:40:00	2012-11-27 21:00:00	Smashed And Shattered -	0
50433730	188675	1	2012-11-27 21:00:00	2012-11-27 21:10:00	Ep. 56 - Politica e	0
51035553	49651	1	2012-11-27 21:10:00	2012-11-27 23:20:00	Regia di J.Nelson, con	0
50433738	362487	1	2012-11-27 23:20:00	2012-11-27 23:50:00	1' Stagione Ep.11 - Liz e	0
50433736	237579	1	2012-11-27 23:50:00	2012-11-28 00:40:00	2' Stagione Ep.9 - Il	0
50433740	111247	1	2012-11-28 00:40:00	2012-11-28 01:15:00	Ep.28 - L'appuntamento	0
50433742	188493	1	2012-11-28 01:15:00	2012-11-28 01:25:00	Ep. 56 - Politica e	0
50433744	170790	1	2012-11-28 01:25:00	2012-11-28 02:10:00	5' Stagione Ep.8 -	0
51188796	366490	1	2012-11-28 02:10:00	2012-11-28 02:20:00	'A Muso Duro', il brano	0
50433746	170794	1	2012-11-28 02:20:00	2012-11-28 03:05:00	14' Stagione Ep.12 -	0
50433748	366480	1	2012-11-28 03:05:00	2012-11-28 03:25:00	4' Stagione Ep.5 -	0
50433750	366481	1	2012-11-28 03:25:00	2012-11-28 03:40:00	Smashed And Shattered -	0
51188798	366490	1	2012-11-28 03:40:00	2012-11-28 03:50:00	'A Muso Duro', il brano	0
50433754	181483	1	2012-11-28 03:50:00	2012-11-28 04:35:00	7' Stagione Ep.5 - Il	0
50433756	111247	1	2012-11-28 04:35:00	2012-11-28 05:10:00	Ep.28 - L'appuntamento	0
50704456	122523	1	2012-11-28 05:10:00	2012-11-28 05:35:00	2' Stagione Ep.42 - I	0
51188800	366490	1	2012-11-28 05:35:00	2012-11-28 05:40:00	'A Muso Duro', il brano	0
50433760	188493	1	2012-11-28 05:40:00	2012-11-28 05:50:00	Ep. 56 - Politica e	0
50433762	188493	1	2012-11-28 05:50:00	2012-11-28 06:00:00	Ep. 55 - Politica e	0
50433764	122523	1	2012-11-28 06:00:00	2012-11-28 06:25:00	2' Stagione Ep.43 - I	0
50433766	177197	1	2012-11-28 06:25:00	2012-11-28 06:50:00	Ep. 7 - Craig Busch e'	0
50433768	177197	1	2012-11-28 06:50:00	2012-11-28 07:15:00	Ep. 8 - Craig Busch e'	0
51216195	366343	1	2012-11-28 07:15:00	2012-11-28 07:20:00	Una rubrica dedicata al	0
50433770	111247	1	2012-11-28 07:20:00	2012-11-28 07:55:00	Ep.28 - L'appuntamento	0
50433772	362411	1	2012-11-28 07:55:00	2012-11-28 08:25:00	Ep.28 - Alessandro	0
50433774	181483	1	2012-11-28 08:25:00	2012-11-28 09:15:00	7' Stagione Ep.5 - Il	0
50433776	366480	1	2012-11-28 09:15:00	2012-11-28 09:35:00	4' Stagione Ep.5 -	0
50433778	366481	1	2012-11-28 09:35:00	2012-11-28 09:55:00	Smashed And Shattered -	0
51216197	366343	1	2012-11-28 09:55:00	2012-11-28 10:00:00	Una rubrica dedicata al	0
50433780	188493	1	2012-11-28 10:00:00	2012-11-28 10:10:00	Ep. 56 - Politica e	0
50433782	170794	1	2012-11-28 10:10:00	2012-11-28 10:55:00	14' Stagione Ep.12 -	0
50433784	170790	1	2012-11-28 10:55:00	2012-11-28 11:45:00	5' Stagione Ep.8 -	0
50433786	111247	1	2012-11-28 11:45:00	2012-11-28 12:20:00	Ep.28 - L'appuntamento	0
50433788	362411	1	2012-11-28 12:20:00	2012-11-28 12:50:00	Ep.28 - Alessandro	0
50433790	188493	1	2012-11-28 12:50:00	2012-11-28 13:00:00	Ep. 56 - Politica e	0
50433792	170789	1	2012-11-28 13:00:00	2012-11-28 13:50:00	4' Stagione Ep.405 - 'The	0
50433794	366480	1	2012-11-28 13:50:00	2012-11-28 14:10:00	4' Stagione Ep.5 -	0
50433796	366481	1	2012-11-28 14:10:00	2012-11-28 14:35:00	Smashed And Shattered -	0
50433798	111247	1	2012-11-28 14:35:00	2012-11-28 15:05:00	Ep.28 - L'appuntamento	0
51216199	366490	1	2012-11-28 15:05:00	2012-11-28 15:15:00	'A Muso Duro', il brano	0
50433800	362411	1	2012-11-28 15:15:00	2012-11-28 15:45:00	Ep.28 - Alessandro	0
50433802	181483	1	2012-11-28 15:45:00	2012-11-28 16:35:00	7' Stagione Ep.6 - Il	0
50433804	188493	1	2012-11-28 16:35:00	2012-11-28 16:45:00	Ep. 56 - Politica e	0
50433806	177197	1	2012-11-28 16:45:00	2012-11-28 17:10:00	Ep. 9 - Craig Busch e'	0
50433810	170790	1	2012-11-28 17:10:00	2012-11-28 18:05:00	5' Stagione Ep.9 -	0
50433812	170794	1	2012-11-28 18:05:00	2012-11-28 18:50:00	14' Stagione Ep.13 - 'The	0
51035555	366979	1	2012-11-28 18:50:00	2012-11-28 19:10:00	L'hanno definita la	0
50433814	226504	1	2012-11-28 19:10:00	2012-11-28 19:45:00	Ep.29 - L'appuntamento	0
50433816	362376	1	2012-11-28 19:45:00	2012-11-28 20:15:00	Ep.29 - Alessandro	0
50433818	366478	1	2012-11-28 20:15:00	2012-11-28 20:40:00	4' Stagione Ep.6 - 'Party	0
50433820	366477	1	2012-11-28 20:40:00	2012-11-28 21:00:00	Driveway Disaster - Per	0
50433822	188675	1	2012-11-28 21:00:00	2012-11-28 21:10:00	Ep. 57 - Politica e	0
50433824	363729	1	2012-11-28 21:10:00	2012-11-28 22:00:00	Ep.5 - 'Clothes Off Your	0
50433826	363728	1	2012-11-28 22:00:00	2012-11-28 22:50:00	1' Stagione Ep.5 - 'Beach	0
50433828	188493	1	2012-11-28 22:50:00	2012-11-28 23:00:00	Ep. 57 - Politica e	0
50433832	362487	1	2012-11-28 23:00:00	2012-11-28 23:30:00	1' Stagione Ep.12 - 'In	0
50433834	362487	1	2012-11-28 23:30:00	2012-11-29 00:00:00	1' Stagione Ep.13 - 'In	0
50433830	359421	1	2012-11-29 00:00:00	2012-11-29 00:50:00	1' Stagione Ep.9 - 'The	0
50433836	111247	1	2012-11-29 00:50:00	2012-11-29 01:25:00	Ep.29 - L'appuntamento	0
50433838	170790	1	2012-11-29 01:25:00	2012-11-29 02:10:00	5' Stagione Ep.9 -	0
51216201	366490	1	2012-11-29 02:10:00	2012-11-29 02:20:00	'A Muso Duro', il brano	0
50433840	170794	1	2012-11-29 02:20:00	2012-11-29 03:05:00	14' Stagione Ep.13 - 'The	0
50433842	366480	1	2012-11-29 03:05:00	2012-11-29 03:25:00	4' Stagione Ep.6 - 'Party	0
50433844	366481	1	2012-11-29 03:25:00	2012-11-29 03:45:00	Driveway Disaster - Per	0
51216203	366490	1	2012-11-29 03:45:00	2012-11-29 03:50:00	'A Muso Duro', il brano	0
50433846	181483	1	2012-11-29 03:50:00	2012-11-29 04:35:00	7' Stagione Ep.6 - Il	0
50433848	111247	1	2012-11-29 04:35:00	2012-11-29 05:10:00	Ep.29 - L'appuntamento	0
50704458	122523	1	2012-11-29 05:10:00	2012-11-29 05:35:00	2' Stagione Ep.43 - I	0
51216205	366490	1	2012-11-29 05:35:00	2012-11-29 05:40:00	'A Muso Duro', il brano	0
50433852	188493	1	2012-11-29 05:40:00	2012-11-29 05:50:00	Ep. 57 - Politica e	0
50433854	188493	1	2012-11-29 05:50:00	2012-11-29 06:00:00	Ep. 56 - Politica e	0
50433856	122523	1	2012-11-29 06:00:00	2012-11-29 06:25:00	2' Stagione Ep.44 - I	0
50433858	177197	1	2012-11-29 06:25:00	2012-11-29 06:50:00	Ep. 9 - Craig Busch e'	0
50433860	177197	1	2012-11-29 06:50:00	2012-11-29 07:15:00	Ep. 10 - Craig Busch e'	0
51266221	366343	1	2012-11-29 07:15:00	2012-11-29 07:20:00	Una rubrica dedicata al	0
50433862	111247	1	2012-11-29 07:20:00	2012-11-29 07:55:00	Ep.29 - L'appuntamento	0
50433864	362411	1	2012-11-29 07:55:00	2012-11-29 08:25:00	Ep.29 - Alessandro	0
50433866	181483	1	2012-11-29 08:25:00	2012-11-29 09:10:00	7' Stagione Ep.6 - Il	0
50433868	366480	1	2012-11-29 09:10:00	2012-11-29 09:30:00	4' Stagione Ep.6 - 'Party	0
50433870	366481	1	2012-11-29 09:30:00	2012-11-29 09:50:00	Driveway Disaster - Per	0
51266223	366343	1	2012-11-29 09:50:00	2012-11-29 09:55:00	Una rubrica dedicata al	0
50433872	188493	1	2012-11-29 09:55:00	2012-11-29 10:05:00	Ep. 57 - Politica e	0
50433874	170794	1	2012-11-29 10:05:00	2012-11-29 10:50:00	14' Stagione Ep.13 - 'The	0
50433876	170790	1	2012-11-29 10:50:00	2012-11-29 11:40:00	5' Stagione Ep.9 -	0
50433878	111247	1	2012-11-29 11:40:00	2012-11-29 12:15:00	Ep.29 - L'appuntamento	0
50433880	362411	1	2012-11-29 12:15:00	2012-11-29 12:45:00	Ep.29 - Alessandro	0
50433882	188493	1	2012-11-29 12:45:00	2012-11-29 12:55:00	Ep. 57 - Politica e	0
50433884	170789	1	2012-11-29 12:55:00	2012-11-29 13:45:00	4' Stagione Ep.406 - 'The	0
50433886	366480	1	2012-11-29 13:45:00	2012-11-29 14:05:00	4' Stagione Ep.6 - 'Party	0
50433888	366481	1	2012-11-29 14:05:00	2012-11-29 14:30:00	Driveway Disaster - Per	0
50433890	111247	1	2012-11-29 14:30:00	2012-11-29 15:05:00	Ep.29 - L'appuntamento	0
50433892	362411	1	2012-11-29 15:05:00	2012-11-29 15:35:00	Ep.29 - Alessandro	0
50433894	181483	1	2012-11-29 15:35:00	2012-11-29 16:25:00	7' Stagione Ep.7 - Il	0
50433896	188493	1	2012-11-29 16:25:00	2012-11-29 16:30:00	Ep. 57 - Politica e	0
50433898	177197	1	2012-11-29 16:30:00	2012-11-29 17:00:00	Ep. 11 - Craig Busch e'	0
50433900	177197	1	2012-11-29 17:00:00	2012-11-29 17:25:00	Ep. 12 - Craig Busch e'	0
50433902	170790	1	2012-11-29 17:25:00	2012-11-29 18:20:00	5' Stagione Ep.10 -	0
50433904	170794	1	2012-11-29 18:20:00	2012-11-29 19:10:00	15' Stagione Ep.1 -	0
50433906	226504	1	2012-11-29 19:10:00	2012-11-29 19:45:00	Ep.30 - L'appuntamento	0
50433908	362376	1	2012-11-29 19:45:00	2012-11-29 20:15:00	Ep.30 - Alessandro	0
50433910	366478	1	2012-11-29 20:15:00	2012-11-29 20:40:00	4' Stagione Ep.7 - In	0
50433912	366477	1	2012-11-29 20:40:00	2012-11-29 21:00:00	Ep. 7 - Per mostrare come	0
51035563	367489	1	2012-11-29 21:00:00	2012-11-29 21:10:00	In diretta, Ep.7 - A	0
50433916	362838	1	2012-11-29 21:10:00	2012-11-30 00:00:00	In diretta, Ep.7 -	0
50433918	227116	1	2012-11-30 00:05:00	2012-11-30 00:55:00	In diretta, Ep.7 -	0
50433922	111247	1	2012-11-30 01:10:00	2012-11-30 01:40:00	Ep.30 - L'appuntamento	0
50433924	170790	1	2012-11-30 01:50:00	2012-11-30 02:40:00	5' Stagione Ep.10 -	0
50433926	170794	1	2012-11-30 02:40:00	2012-11-30 03:25:00	15' Stagione Ep.1 -	0
50433928	366480	1	2012-11-30 03:25:00	2012-11-30 03:45:00	4' Stagione Ep.7 - In	0
50433930	181483	1	2012-11-30 03:45:00	2012-11-30 04:30:00	7' Stagione Ep.7 - Il	0
50433932	111247	1	2012-11-30 04:30:00	2012-11-30 05:00:00	Ep.30 - L'appuntamento	0
51266227	366490	1	2012-11-30 05:00:00	2012-11-30 05:05:00	'A Muso Duro', il brano	0
50704460	122523	1	2012-11-30 05:05:00	2012-11-30 05:35:00	2' Stagione Ep.44 - I	0
50433938	188493	1	2012-11-30 05:35:00	2012-11-30 05:40:00	Ep. 57 - Politica e	0
50433936	188493	1	2012-11-30 05:40:00	2012-11-30 05:50:00	Ep. 56 - Politica e	0
51266229	188493	1	2012-11-30 05:50:00	2012-11-30 06:00:00	Ep. 55 - Politica e	0
50433940	122523	1	2012-11-30 06:00:00	2012-11-30 06:25:00	2' Stagione Ep.45 - I	0
50433942	177197	1	2012-11-30 06:25:00	2012-11-30 06:50:00	Ep. 11 - Craig Busch e'	0
50433944	177197	1	2012-11-30 06:50:00	2012-11-30 07:15:00	Ep. 12 - Craig Busch e'	0
51287929	366343	1	2012-11-30 07:15:00	2012-11-30 07:20:00	Una rubrica dedicata al	0
50433946	111247	1	2012-11-30 07:20:00	2012-11-30 07:55:00	Ep.30 - L'appuntamento	0
50433948	362411	1	2012-11-30 07:55:00	2012-11-30 08:25:00	Ep.30 - Alessandro	0
50433950	181483	1	2012-11-30 08:25:00	2012-11-30 09:10:00	7' Stagione Ep.7 - Il	0
51254652	368056	1	2012-11-30 09:10:00	2012-11-30 09:25:00	Bruno Barbieri: Chef a 7	0
50433952	366480	1	2012-11-30 09:25:00	2012-11-30 09:45:00	4' Stagione Ep.7 - In	0
51287931	366343	1	2012-11-30 09:45:00	2012-11-30 09:50:00	Una rubrica dedicata al	0
50433954	366481	1	2012-11-30 09:50:00	2012-11-30 10:10:00	Ep. 7 - Per mostrare come	0
50433958	170794	1	2012-11-30 10:10:00	2012-11-30 10:55:00	15' Stagione Ep.1 -	0
50433960	170790	1	2012-11-30 10:55:00	2012-11-30 11:50:00	5' Stagione Ep.10 -	0
50433962	111247	1	2012-11-30 11:50:00	2012-11-30 12:25:00	Ep.30 - L'appuntamento	0
50433964	362411	1	2012-11-30 12:25:00	2012-11-30 12:55:00	Ep.30 - Alessandro	0
51035557	367504	1	2012-11-30 12:55:00	2012-11-30 13:05:00	Ep.7 - A pochi minuti	0
50433966	361505	1	2012-11-30 13:05:00	2012-11-30 15:55:00	Ep.7 - L'attesissima	0
50704462	367136	1	2012-11-30 15:55:00	2012-11-30 16:15:00	L'hanno definita la	0
50433968	181483	1	2012-11-30 16:15:00	2012-11-30 17:05:00	7' Stagione Ep.8 - Il	0
51300928	368056	1	2012-11-30 17:05:00	2012-11-30 17:20:00	Joe Bastianich: Affari di	0
50433976	170790	1	2012-11-30 17:20:00	2012-11-30 18:15:00	5' Stagione Ep.11 - 'Rock	0
50433978	170794	1	2012-11-30 18:15:00	2012-11-30 19:10:00	15' Stagione Ep.2 -	0
50433980	226504	1	2012-11-30 19:10:00	2012-11-30 19:45:00	Ep.31 - L'appuntamento	0
50433982	364633	1	2012-11-30 19:45:00	2012-11-30 20:10:00	Ep.5 - Il magazine di	0
50433984	362376	1	2012-11-30 20:10:00	2012-11-30 20:40:00	Ep.31 - Alessandro	0
50433986	362411	1	2012-11-30 20:40:00	2012-11-30 21:00:00	Ep.21 - Alessandro	0
50433988	188675	1	2012-11-30 21:00:00	2012-11-30 21:10:00	Ep. 58 - Politica e	0
50433990	237578	1	2012-11-30 21:10:00	2012-11-30 22:00:00	2' Stagione Ep.10 - Scott	0
50433992	359092	1	2012-11-30 22:00:00	2012-11-30 22:50:00	1' Stagione Ep.10 - 'The	0
50433994	364069	1	2012-11-30 22:50:00	2012-11-30 23:20:00	Ep.5 - Il magazine di	0
50433996	227506	1	2012-11-30 23:20:00	2012-12-01 00:15:00	Ep.7 - L'emozionante gara	0
50433998	111247	1	2012-12-01 00:15:00	2012-12-01 00:50:00	Ep.31 - L'appuntamento	0
50434000	188493	1	2012-12-01 00:50:00	2012-12-01 00:55:00	Ep. 58 - Politica e	0
50434002	170790	1	2012-12-01 00:55:00	2012-12-01 01:45:00	5' Stagione Ep.11 - 'Rock	0
50434004	170794	1	2012-12-01 01:45:00	2012-12-01 02:35:00	15' Stagione Ep.2 -	0
